image,text,text_someone,names,context
1046_Australia_00.04.31.000-00.04.34.000/0012.jpg,A man tries to grab the horse.,A man tries to grab the horse.,,"An animal skull hangs from a dry branch.
He spots a massively overloaded truck approaching through the dusty haze and dismounts, looking worried.
He sprints through the settlement called Faraway Downs."
1046_Australia_00.04.35.037-00.04.39.084/0010.jpg,He peeks through a crack in the tank.,He peeks through a crack in the tank.,,"He spots a massively overloaded truck approaching through the dusty haze and dismounts, looking worried.
He sprints through the settlement called Faraway Downs.
He hides in a water tank as a man tries to grab the horse."
1046_Australia_00.05.20.900-00.05.23.000/0007.jpg,A man in a bowler hat gets out of the car.,A man in a bowler hat gets out of the car.,,"He peeks through a crack in the tank.
An elegant woman in a bonnet and long coat strides purposefully towards the house.
A woman rides a horse and a car pulls up at a large country house."
1046_Australia_00.06.42.910-00.06.48.000/0006.jpg,"She frowns, her blue eyes glittering.","She frowns, her blue eyes glittering.",,"An elegant woman in a bonnet and long coat strides purposefully towards the house.
A woman rides a horse and a car pulls up at a large country house.
A man in a bowler hat gets out of the car."
1046_Australia_00.06.49.000-00.06.53.553/0008.jpg,She looks out of the window at a port with a ship moored at a wharf.,She looks out of the window at a port with a ship moored at a wharf.,,"A woman rides a horse and a car pulls up at a large country house.
A man in a bowler hat gets out of the car.
She frowns, her blue eyes glittering, and screws up the telegram."
1046_Australia_00.07.04.564-00.07.06.730/0009.jpg,The rough-looking crew in the bar look nervous.,The rough-looking crew in the bar look nervous.,,"She frowns, her blue eyes glittering, and screws up the telegram.
She looks out of the airplane window at a port with a ship moored at a wharf.
The red-bearded speaker is sent sprawling."
1046_Australia_00.07.06.730-00.07.11.207/0004.jpg,Drover downs a drink.,Someone downs a drink.,Drover,"She looks out of the airplane window at a port with a ship moored at a wharf.
The red-bearded speaker is sent sprawling.
The rough-looking crew in the bar look nervous."
1046_Australia_00.07.16.000-00.07.17.889/0007.jpg,An aboriginal man.,An aboriginal man.,,"The red-bearded speaker is sent sprawling.
The rough-looking crew in the bar look nervous.
Drover downs a drink and up-ends his glass."
1046_Australia_00.07.21.636-00.07.23.663/0006.jpg,The pipe-smoking barman glares.,The pipe-smoking barman glares.,,"The rough-looking crew in the bar look nervous.
Drover downs a drink and up-ends his glass.
An aboriginal man approaches."
1046_Australia_00.09.15.889-00.09.19.955/0001.jpg,Sarah is marshaling her porters.,Someone is marshaling her porters.,Sarah,"The pipe-smoking barman glares at the black man.
Coolly, he closes the sealing doors.
Drover is busy with Bull with the red beard."
1046_Australia_00.09.28.514-00.09.32.519/0006.jpg,Sarah brushes past women disdainfully.,Someone brushes past women disdainfully.,Sarah,"Coolly, he closes the sealing doors.
Drover is busy with Bull with the red beard.
Sarah is marshaling her porters."
1046_Australia_00.11.53.000-00.11.55.149/0002.jpg,Sarah looks appalled at the exhausted Drover.,Someone looks appalled at the exhausted Someone.,"Sarah
Drover","She approaches in horror through the brawlers, rubberneckers and flying undies.
Drover breaks a case over his opponent's head.
Bull goes down."
1046_Australia_00.14.07.219-00.14.11.607/0009.jpg,She looks out of the passenger window.,She looks out of the passenger window.,,"He picks up something silky and holds it out, smiling apologetically.
He passes water to the men on the truck's roof.
Holding his dog, he looks at Sarah."
1046_Australia_00.14.29.220-00.14.31.547/0009.jpg,She looks out of the window. A dribble of blood run down the windscreen.,She looks out of the window. A dribble of blood run down the windscreen.,,"He passes water to the men on the truck's roof.
Holding his dog, he looks at Sarah.
She looks out of the passenger window."
1046_Australia_00.14.32.000-00.14.35.861/0007.jpg,"A kangaroo paw and a dribble of blood run down the windscreen. She peers in horror through her desert glasses, her net veil blowing in the breeze.","A kangaroo paw and a dribble of blood run down the windscreen. She peers in horror through her desert glasses, her net veil blowing in the breeze.",,"Holding his dog, he looks at Sarah.
She looks out of the passenger window.
A kangaroo paw and a dribble of blood run down the windscreen."
1046_Australia_00.14.36.247-00.14.43.757/0007.jpg,The hunters lounge happily on top of the truck.,The hunters lounge happily on top of the truck.,,"She looks out of the passenger window.
A kangaroo paw and a dribble of blood run down the windscreen.
She peers in horror through her desert glasses, her net veil blowing in the breeze."
1046_Australia_00.14.44.000-00.14.48.568/0012.jpg,"They drive along the top of a weir, across a wide river.","They drive along the top of a weir, across a wide river.",,"A kangaroo paw and a dribble of blood run down the windscreen.
She peers in horror through her desert glasses, her net veil blowing in the breeze.
The hunters lounge happily on top of the truck, which heads out across the flat, sandy desert."
1046_Australia_00.14.49.000-00.14.52.424/0010.jpg,"At night, they camp around a fire.","At night, they camp around a fire.",,"She peers in horror through her desert glasses, her net veil blowing in the breeze.
The hunters lounge happily on top of the truck, which heads out across the flat, sandy desert.
They drive along the top of a weir, across a wide river."
1046_Australia_00.14.52.424-00.15.00.344/0013.jpg,"Drover's washing his muscled torso, using water from a bucket.","Someone's washing his muscled torso, using water from a bucket.",Drover,"The hunters lounge happily on top of the truck, which heads out across the flat, sandy desert.
They drive along the top of a weir, across a wide river.
At night, they camp around a fire."
1046_Australia_00.16.25.000-00.16.28.177/0006.jpg,A man falls off the vehicle.,A man falls off the vehicle.,,"He walks towards her with a raised eyebrow.
He pulls down the waistband of his trousers suggestively.
Camels pull a truck with no engine, watched by Goolaj and Magarri."
1046_Australia_00.16.36.434-00.16.40.498/0006.jpg,He lies in a heap in the dust.,He lies in a heap in the dust.,,"He pulls down the waistband of his trousers suggestively.
Camels pull a truck with no engine, watched by Goolaj and Magarri.
A man falls off the vehicle."
1046_Australia_00.16.40.498-00.16.44.177/0001.jpg,He's in the truck next to the horrified Sarah.,He's in the truck next to the horrified Someone.,Sarah,"Camels pull a truck with no engine, watched by Goolaj and Magarri.
A man falls off the vehicle.
He lies in a heap in the dust."
1046_Australia_00.17.02.000-00.17.06.331/0010.jpg,"They drive on across a flat, dusty plain.","They drive on across a flat, dusty plain.",,"He lies in a heap in the dust.
Later, he's in the truck next to the horrified Sarah.
Drover nods."
1046_Australia_00.17.09.296-00.17.13.856/0001.jpg,They're bumping along a rocky track.,They're bumping along a rocky track.,,"Later, he's in the truck next to the horrified Sarah.
Drover nods.
They drive on across a flat, dusty plain."
1046_Australia_00.18.05.814-00.18.09.628/0009.jpg,"The boy gallops on the horse, through the sparse trees.","The boy gallops on the horse, through the sparse trees.",,"They drive on across a flat, dusty plain.
They're bumping slowly along a rocky track.
A girl runs up to them."
1046_Australia_00.18.56.068-00.18.59.703/0007.jpg,The boy runs through the gate to the house. Thick smoke obscures the house.,The boy runs through the gate to the house. Thick smoke obscures the house.,,"A girl runs up to them.
The boy gallops on the horse, through the sparse trees.
The boy arrives at Faraway Downs and reins in the horse, looking out at the approaching truck."
1046_Australia_00.18.56.068-00.18.59.703/0009.jpg,The boy leaps over a fence.,The boy leaps over a fence.,,"A girl runs up to them.
The boy gallops on the horse, through the sparse trees.
The boy arrives at Faraway Downs and reins in the horse, looking out at the approaching truck."
1046_Australia_00.19.35.354-00.19.37.522/0004.jpg,Drover walks through the smoke.,Someone walks through the smoke.,Drover,"They just miss the horse, which rears up.
Thick smoke obscures the house.
As he loads, the boy climbs into the water tower."
1046_Australia_00.19.40.395-00.19.45.000/0004.jpg,Sarah sits uncomfortably next to the drunk Kipling.,Someone sits uncomfortably next to the drunk Someone.,"Sarah
Kipling","As he loads, the boy climbs into the water tower.
Drover walks through the smoke.
The boy drops down inside the tower."
1046_Australia_00.19.51.257-00.19.53.687/0002.jpg,"The smoke clears, revealing a large house.","The smoke clears, revealing a large house.",,"Drover walks through the smoke.
The boy drops down inside the tower.
Sarah sits uncomfortably next to the drunk Kipling."
1046_Australia_00.19.54.353-00.19.56.139/0007.jpg,Sarah sits uncomfortably next to the drunk Kipling. Kipling collapses.,Someone sits uncomfortably next to the drunk Someone. Someone collapses.,"Sarah
Kipling
Kipling","The boy drops down inside the tower.
Sarah sits uncomfortably next to the drunk Kipling.
The smoke clears, revealing a large house."
1046_Australia_00.19.56.724-00.20.00.820/0006.jpg,A dead cow shrouded in smoke.,A dead cow shrouded in smoke.,,"Sarah sits uncomfortably next to the drunk Kipling.
The smoke clears, revealing a large house.
Kipling collapses."
1046_Australia_00.20.09.109-00.20.14.000/0007.jpg,Drover approaches a blazing funeral fire.,Someone approaches a blazing funeral fire.,Drover,"Kipling collapses.
Drover, shrouded in smoke, walks past a dead cow.
Sarah, jaw set, gets out of the truck."
1046_Australia_00.20.20.122-00.20.21.725/0010.jpg,The boy stretches out his hands.,The boy stretches out his hands.,,"Sarah, jaw set, gets out of the truck.
She stomps furiously towards the house, as Drover approaches a blazing funeral fire.
He examines it thoughtfully and looks around."
1046_Australia_00.20.21.000-00.20.24.383/0006.jpg,Aboriginal people sitting on the ground.,Aboriginal people sitting on the ground.,,"She stomps furiously towards the house, as Drover approaches a blazing funeral fire.
He examines it thoughtfully and looks around.
The boy stretches out his hands."
1046_Australia_00.20.29.208-00.20.33.527/0009.jpg,"As she enters the house, a woman holds out buckets of smoking leaves.","As she enters the house, a woman holds out buckets of smoking leaves.",,"He examines it thoughtfully and looks around.
The boy stretches out his hands.
An aboriginal sitting on the ground."
1046_Australia_00.20.36.565-00.20.37.905/0001.jpg,The boy poses mystically.,The boy poses mystically.,,"The boy stretches out his hands.
An aboriginal sitting on the ground.
As she enters the house, women hold out buckets of smoking leaves."
1046_Australia_00.20.40.225-00.20.41.797/0010.jpg,She reels in shock.,She reels in shock.,,"As she enters the house, women hold out buckets of smoking leaves.
The boy poses mystically.
Sarah strides past members of the household and sees her husband, dead on a table."
1046_Australia_00.20.41.797-00.20.44.407/0005.jpg,He's got a wound in the middle of his chest. His eyes stare glassily.,He's got a wound in the middle of his chest. His eyes stare glassily.,,"The boy poses mystically.
Sarah strides past members of the household and sees her husband, dead on a table.
She reels in shock."
1046_Australia_00.20.47.265-00.20.49.212/0008.jpg,His eyes stare glassily.,His eyes stare glassily.,,"Sarah strides past members of the household and sees her husband, dead on a table.
She reels in shock.
He's got a wound in the middle of his chest."
